IDMonument,MonNumber,MonName,IDMonType,IDState,IDRegion,MonDescription,MonLength,MonWide,MonSquare,MonLayer,IDSquareType,IDSoilType,IDWaterType,IDRiverReliefType,IDLocalReliefForm,MonDateToTheFort,IDArrangementType,FerrousMetallurgy,NonferrousMetallurgy,Agriculture,IDMapNumber,IDCurrentState,Active,Location Specified,MonTatarCodeNumber,IDMonCultureBelonging,AnotherCultureLayers,MonDecimalLatitude,MonDecimalLongitude,MonLatitude,MonLongitude
937,394,"Малоболгоярское",2,3,8,"В 400 м к С от д. Малые Болгояры (л.б.р. Большой Шак-Ян), на Ю склоне оврага ""Иски-юрт"".",,,,,,,3,6,2,0,4,0,0,0,140,,1,0,,322,322,5.5209222222000001e+01,4.8763155556000001e+01," 55° 12' 33"""," 48° 45' 47"""
793,395,"Измерское",2,3,37,"В 2,5 км к ЮЗ от с. Татарские Измери, на низком берегу р. Волги (водохранилища).",500,,,100,,,2,3,3,0,2,0,1,1,141,,1,0,,178,178,5.5138300000000001e+01,4.9499699999999997e+01," 55° 8' 18"""," 49° 29' 59"""
762,396,"Девичий Городок II",2,3,37,"В 150 м к востоку от городища Девичий Городок, на краю надлуговой террасы.
По отчету 1972 г., селище названо ""из Девичьего городка"" и описано как расположенное в 0,5-0,6 км к востоку от Измерского городища ""Девичий городок"" и в 4,5-4 км к З от с. Измери",700,,,100,,,5,3,3,0,2,0,0,1,141,,1,0,,147,147,5.5134799999999998e+01,4.9487800000000000e+01," 55° 8' 5"""," 49° 29' 16"""
763,397,"Девичий Городок I",2,3,37,"В 3,5 км к ЗЮЗ от с. Татарские Измери, к ЮЗ от городища Девичий Городок.",200,,,100,,,5,3,3,0,2,0,0,1,141,,1,0,,148,148,5.5130099999999999e+01,4.9460200000000000e+01," 55° 7' 48"""," 49° 27' 37"""
789,398,"Измерский IX",5,3,37,"В 3,5 км к З от с. Татарские Измери, в урочище ""Девичий городок"".",,,,,,,5,3,1,0,2,0,0,0,141,,1,0,,174,174,5.5133297222000003e+01,4.9470486111000000e+01," 55° 7' 60"""," 49° 28' 14"""
894,399,"Куйбышевское",1,3,37,"На правом берегу р. Бездны, на полуострове, образованном излучиной реки, в 0,5 км к СВ от быв. Г. Куйбышева [В Археологической карте Татарстана - Старокуйбышевское городище].",,,,100,,,2,3,7,0,2,0,0,0,141,,1,1,,279,279,5.5044263889000000e+01,4.9382849999999998e+01," 55° 2' 39"""," 49° 22' 58"""
1007,400,"Новомордовское II",2,3,37,"В 3,4 км к С от с. Ржавец, на краю надлуговой террасы правого берега р. Вихлянки. Затоплено.",,,,,,,2,3,1,0,4,0,0,0,141,,1,0,,392,392,5.5030602778000002e+01,4.9144674999999999e+01," 55° 1' 50"""," 49° 8' 41"""
1075,401,"Саралинское I",2,3,24,"Примыкает с С к укреплениям Саралинского II городища.",150,150,22500,40,3,,2,5,1,1,2,0,0,0,141,,1,0,,460,460,5.5333338888999997e+01,4.9223533332999999e+01," 55° 20' 0"""," 49° 13' 25"""
1077,402,"Саралинское II",2,3,24,"К В от Саралинского II городища , за овражком.",200,150,30000,,3,,2,5,1,0,2,0,0,0,141,,1,0,,462,462,5.5330994443999998e+01,4.9228855555999999e+01," 55° 19' 52"""," 49° 13' 44"""
1086,403,"Семеновское II",2,3,37,"В 3,5 км к ЗСЗ от с. Татарские Измери, в центральной части западной половины Семеновского острова",,,,,,,2,1,1,0,1,0,0,1,141,,1,0,,471,471,5.5149238889000003e+01,4.9476963888999997e+01," 55° 8' 57"""," 49° 28' 37"""
1087,404,"Семеновское V",2,3,37,"В средней части верхней половины Семеновского острова, в 2,5 км к ЗЮЗ от с. Татарские Измери",,,,,,,2,1,1,0,1,1,0,0,141,,1,0,,472,472,5.5157577777999997e+01,4.9488122222000001e+01," 55° 9' 27"""," 49° 29' 17"""
1094,405,"Соколовское I а",2,3,37,"В 1,8 км к Ю от б.д. Соколовки, на краю надлуговой террасы.",650,6,3900,,2,,2,3,3,0,3,0,0,0,141,,1,0,,479,479,5.5101438889000001e+01,4.9428555555999999e+01," 55° 6' 5"""," 49° 25' 43"""
1095,406,"Соколовское II а",2,3,37,"В 1 км к Ю от б.д. Соколовки, на правом берегу р. Грязнухи (л. пр. р. Ахтай).",80,,,90,,,2,3,1,0,3,0,0,0,141,,1,0,,480,480,5.5106055556000001e+01,4.9434908333000003e+01," 55° 6' 22"""," 49° 26' 6"""
1096,407,"Соколовское III",2,3,37,"На ЮЗ окраине б.д. Соколовка, на надлуговой террасе правого берега р. Грязнуха (л. пр. р. Ахтай).",270,190,51000,,4,,2,3,8,0,3,0,0,0,141,,1,0,,481,481,5.5112730556000002e+01,4.9441258333000000e+01," 55° 6' 46"""," 49° 26' 29"""
1097,408,"Соколовское IV",2,3,37,"В 0,2-0,3 км к СЗ от б.д. Соколовки, на правом берегу р. Грязнухи (л. пр. р. Ахтай), на краю надлуговой террасы.",85,53,4505,,2,,2,3,7,0,3,0,0,0,141,5,1,0,,482,482,5.5117738889000002e+01,4.9438341667000003e+01," 55° 7' 4"""," 49° 26' 18"""
1134,409,"Старокуйбышевский",5,3,37,"В 20-30 м к В от Куйбышевского (Старокуйбышевского) IV селища, в обнажении надлуговой террасы правого берега р. Бездны.",,,,,,,2,3,1,0,2,0,0,0,141,,1,0,,519,519,5.5049497221999999e+01,4.9386361110999999e+01," 55° 2' 58"""," 49° 23' 11"""
1169,410,"Сюкеевское",1,3,22,"В 300 м к В от п. Сюкеевский взвоз (пр.б.р. Волги) и в 4 км к ЮВ от с. Сюкеево, на покатой к Волге местности, ограниченной с ЮЗ и СВ оврагами и краем террасы.",,,125000,65,8,,2,7,5,0,4,1,0,0,141,,1,0,,554,554,5.5075988889000001e+01,4.9042455556000000e+01," 55° 4' 34"""," 49° 2' 33"""
1188,411,"Ташкирменьский",5,3,24,"В 200 м к Ю от Ташкирменского городища, к С от Ташкирменьского I селища, в СВ части д. Макаровка, на правом берегу р. Меши.",,,,45,,,2,1,1,0,2,0,0,0,141,,1,0,,573,573,5.5313899999999997e+01,4.9386602777999997e+01," 55° 18' 50"""," 49° 23' 12"""
915,412,"Макаровское",2,3,24,"В 4 км к Ю от д. Макаровка, на краю правой невысокой террасы р. Меши. Затоплено.",150,30,4500,,2,,2,3,3,0,2,0,0,0,141,,1,0,,300,300,5.5287811111000003e+01,4.9400730555999999e+01," 55° 17' 16"""," 49° 24' 3"""
1288,413,"Янтиковское (Кирельское)",2,3,22,"В 850 м к С от п. Кирельское (пр.б.р. Волги), на надлуговой террасе, между оврагами Мордовским (старица Волги) и Капердинский ключ. Затоплено. [На месте болгарского городища.]",210,165,34650,85,4,,5,3,5,0,2,0,0,0,141,,1,0,,673,673,5.5144127777999998e+01,4.9157375000000002e+01," 55° 8' 39"""," 49° 9' 27"""
663,414,"Березовогривский VI",5,3,5,"В 2 км к ЗЮЗ от с. Березовая Грива, на песчаном останце ""Лисий остров"" надлуговой террасы л.б.р. Камы.",,,,,,,2,3,7,0,2,0,0,0,142,,1,0,561,48,48,5.5200072222000003e+01,4.9717705555999999e+01," 55° 12' 0"""," 49° 43' 4"""
665,415,"Березовогривское II",2,3,5,"В 2,5-3 км к ЗЮЗ от с. Березовая Грива, на высоком коренном берегу р. Камы.",40,10,400,,2,,5,5,1,0,2,0,0,0,142,,1,0,550,50,50,5.5183988888999998e+01,4.9703272222000003e+01," 55° 11' 2"""," 49° 42' 12"""
714,416,"Бураковское II",2,3,37,"На ЮЗ окраине с. Бураково, на левом берегу р. Ахтай [В Археологической карте Татарстана - Бураковское II местонахождение].",,,,,,,2,3,1,0,2,0,0,0,142,,1,0,,99,99,5.5123863888999999e+01,4.9654094444000002e+01," 55° 7' 26"""," 49° 39' 15"""
750,417,"Городище на Базяковском взвозе",1,3,5,"В 6 км к СЗ от с. Базяково, в 40 м к западу от Базяковского взвоза, на мысу коренного берега.",80,30,2400,30,2,,5,5,8,0,2,0,0,0,142,,1,0,504,135,135,5.5176786110999998e+01,4.9683933332999999e+01," 55° 10' 36"""," 49° 41' 2"""
792,418,"Измерское II",2,3,37,"На СВ окраине с. Татарские Измери, на небольшом всхолмлении надлуговой террасы, на левом берегу р. Ахтай.",,,,,,,2,3,1,0,3,0,0,0,142,,1,0,,177,177,5.5142458333000000e+01,4.9547341666999998e+01," 55° 8' 33"""," 49° 32' 50"""
861,419,"Коминтерновский II",5,3,37,"В 1,5 км к СЗ от пос. Коминтерн, на останце надпойменной террасы левого берега р. Ахтай, к СЗ от Коминтерновского III а селища.",,,,,,,2,3,1,0,2,0,0,0,142,,1,0,,246,246,5.5150330556000000e+01,4.9553547221999999e+01," 55° 9' 1"""," 49° 33' 13"""
862,420,"Коминтерновский III",5,3,37,"В 400 м к ЮЗ от Коминтерновского II могильника.",,,,,,,2,3,1,0,2,0,0,0,142,,1,0,,247,247,5.5148466667000001e+01,4.9550861111000003e+01," 55° 8' 54"""," 49° 33' 3"""
867,421,"Коминтерновское IIIа",2,3,37,"В 1,4 км к С от пос. Коминтерн, на левом берегу р. Ахтай. 
[В Археологической карте Татарстана - Коминтерновское III селище. В Среднем Поволжье в IV - VII вв. Г.И. Матвеевой и в Новых материалах II - III четверти I тыс. н.э. Е.П. Казакова - Коминтерновское II селище].",300,150,45000,60,4,,2,3,1,0,2,0,0,0,142,,1,0,,252,252,5.5157608332999999e+01,4.9564863889000002e+01," 55° 9' 27"""," 49° 33' 54"""
869,422,"Коминтерновское",3,3,37,"На поверхности участка, примыкающего с В к оврагу, находящегося на В окраине центральной усадьбы пос. Коминтерн.",,,,,,,2,5,2,1,2,0,0,0,142,,1,0,,254,254,5.5146052777999998e+01,4.9580869444000001e+01," 55° 8' 46"""," 49° 34' 51"""
981,423,"Нижнемарьянская стоянка XII",2,3,5,"В 2 км к ЮЗ от б.д. Нижний Марьян, на краю террасы.",60,10,600,,2,,5,3,1,0,4,0,0,0,142,,1,0,,366,366,5.5167949999999998e+01,4.9587719444000001e+01," 55° 10' 5"""," 49° 35' 16"""
1085,424,"Селище на Базяковском взвозе",2,3,5,"За валом Городища на Базяковском взвозе, на краю коренной террасы.",,,,20,,,5,5,1,1,2,0,0,0,142,,1,0,489,470,470,5.5174702777999997e+01,4.9682280556000002e+01," 55° 10' 29"""," 49° 40' 56"""
1225,425,"У Пичкасского рыбопитомника",2,3,37,"В 0,4 км к СВ от Пичкасского рыбопитомника, на мысу надлуговой террасы, между двумя оврагами.",,,,45,,,2,3,8,0,3,0,0,0,142,,1,0,,610,610,5.5125700000000002e+01,4.9536861111000000e+01," 55° 7' 33"""," 49° 32' 13"""
1241,426,"Христофоровское",2,3,37,"В 2 км к СВ от с. Татарские Измери, в 0,8 м к СВ от б.д. Христофоровка, в 0,6 км к З от п. Коминтерн, на верхней террасе правого берега р. Ахтай.",240,150,36000,,4,,2,5,1,0,2,0,0,0,142,,1,0,,626,626,5.5154699999999998e+01,4.9559899999999999e+01," 55° 9' 17"""," 49° 33' 36"""
1083,427,"Селище Городок",2,3,5,"В 1,7 км к ЮЗ от б.д. Городок (л.б.р. Камы), в 150 м к ЮВ от стоянки ""Городок"" VI (в 1,8 км к ЗЮЗ от б.д. Городок). Затоплено.",50,40,2000,,2,,5,4,1,0,4,0,0,0,142,,1,0,,468,468,5.5279597222000000e+01,4.9912094443999997e+01," 55° 16' 47"""," 49° 54' 44"""
726,428,"Васильевское I",2,3,42,"В 0,6 км к ЮЗ от д. Васильевка (л.б.р. М. Черемшан), на краю надлуговой террасы, на широком мысу.",360,240,86400,40,6,,2,3,7,0,4,0,0,0,144,,1,0,3347,111,111,5.5089038889000001e+01,5.0730747221999998e+01," 55° 5' 21"""," 50° 43' 51"""
1153,429,"Старофедоровское I",2,3,5,"На месте б.д. Старая Федоровка (пр.б.р. Курналка), на краю надлуговой террасы, местами размытой рекой.",70,,,40,,,2,3,1,0,3,0,0,0,143,,1,0,,538,538,5.5294197222000001e+01,5.0005769444000002e+01," 55° 17' 39"""," 50° 0' 21"""
635,430,"Бабий Бугор",2,3,37,"На территории Болгарского городища, к В от Бабьего бугра, зафиксировано в раскопе 47 1957 г.",,,,,,,5,5,1,0,2,0,0,0,150,,1,0,,20,20,5.4986530555999998e+01,4.9043366667000001e+01," 54° 59' 12"""," 49° 2' 36"""
958,431,"Мокрокурналинское поселение II",2,3,5,"В 2 км к СВ от с. Мокрые Курнали, в 600 м к ЮВ от I Мокрокурналинского поселения, на краю невысококй надлуговой террасы левого берега Камы. Затоплено. [В Археологической карте Татарстана - Мокрокурналинское VII селище].",300,40,12000,,3,,2,3,3,0,3,0,0,0,143,,1,0,,343,343,5.5311347222000002e+01,5.0014994444000003e+01," 55° 18' 41"""," 50° 0' 54"""
959,432,"Мокрокурналинское поселение I",2,3,5,"В 2,4 км к СВ от с. Мокрые Курнали, на краю невысокой надлуговой террасы левого берега р. Камы. Затоплено. [В Археологической карте Татарстана - Мокрокурналинское VI селище].",,,,,,,2,3,1,0,3,0,0,0,143,,1,0,,344,344,5.5314422221999997e+01,5.0022291666999998e+01," 55° 18' 52"""," 50° 1' 20"""
822,433,"Карасье-Озерное",2,3,42,"В 0,5 км к СВ от д. Карасье Озеро (л.б.р. Ерыкла), на краю террасы.",300,140,42000,,4,,2,3,1,0,1,0,0,0,144,,1,0,,207,207,5.5048124999999999e+01,5.0741519443999998e+01," 55° 2' 53"""," 50° 44' 29"""
823,434,"Карасье-Озерное IV",3,3,42,"В 0,4 км к СВ от Карасье-Озерного поселения, на краю надлуговой террасы.",,,,,,,2,3,1,0,1,0,0,0,144,,1,0,,208,208,5.5046255555999998e+01,5.0742205556000002e+01," 55° 2' 47"""," 50° 44' 32"""
982,435,"Нижнесаврушинское",2,3,3,"В 3 км к СЗ от д. Нижние Савруши (л.б.р. Саврушка, л.пр.р. М. Черемшан), на низком пологом склоне надлуговой террасы.",330,80,26400,,3,,2,3,1,0,4,0,0,0,144,,1,0,,367,367,5.5061591667000002e+01,5.0644119443999998e+01," 55° 3' 42"""," 50° 38' 39"""
1067,436,"Русско-Чебоксарское II",2,3,31,"В 0,7 км к ССЗ от с. Русская Чебоксарка (л.б.р. Чебоксарка).",160,100,16000,,3,,2,3,1,0,3,0,0,0,144,,1,0,,452,452,5.5066780555999998e+01,5.0910733333000003e+01," 55° 4' 0"""," 50° 54' 39"""
1068,437,"Русско-Чебоксарское VI",2,3,31,"В 0,6 км к ЮЗ от с. Русская Чебоксарка (л.б.р. Чебоксарка), на правом берегу суходола.",340,180,61200,23,5,,6,1,1,0,3,0,0,0,144,,1,0,,453,453,5.5050852777999999e+01,5.0910391666999999e+01," 55° 3' 3"""," 50° 54' 37"""
1069,438,"Русско-Чебоксарское XIV",3,3,31,"Напротив  Русско-Чебоксарского VI селища, на левом берегу суходола.",40,30,1200,,2,,6,1,1,0,3,0,0,0,144,,1,0,,454,454,5.5051886111000002e+01,5.0907816666999999e+01," 55° 3' 7"""," 50° 54' 28"""
1070,439,"Саврушинское I",3,3,3,"В центре д. Савруши (пр.б.р. Саврушка).",30,30,900,,2,,2,1,1,0,4,0,0,0,144,,1,0,,455,455,5.5026952778000002e+01,5.0700825000000002e+01," 55° 1' 37"""," 50° 42' 3"""
1149,440,"Старотатадамское II",3,3,5,"На мысовой части  Старотатадамского городища (Ю окраина с. Старый Татарский Адам, на правом берегу р. Адамка).",,,,,,,2,1,1,0,4,0,0,0,144,,1,0,,534,534,5.5000705556000000e+01,5.0592780556000001e+01," 55° 0' 3"""," 50° 35' 34"""
616,441,"Азеевское III",3,3,31,"В 4 км к СВ от с. Азеево, у края террасы.",,,,,,,2,3,1,0,3,0,0,0,123,,1,0,,1,1,5.5234130555999997e+01,5.1143083333000000e+01," 55° 14' 3"""," 51° 8' 35"""
622,442,"Андреевское Iа",2,3,31,"На В окраине д. Андреевка, к В от фермы, на краю надлуговой террасы.",250,210,52500,,5,,2,3,3,0,3,0,0,0,145,,1,0,,7,7,5.5032538889000001e+01,5.1428888889000000e+01," 55° 1' 57"""," 51° 25' 44"""
623,443,"Андреевское II",2,3,31,"На В окраине д. Андреевка, в 200 м к В от Андреевского I селища (болг.), которое находится на З окраине д. Андреевка, справа от дорого в п. Аверьяновка.",370,140,51800,,5,,2,3,3,0,3,0,0,0,145,,1,0,2341,8,8,5.5034233333000003e+01,5.1417816666999997e+01," 55° 2' 3"""," 51° 25' 4"""
752,444,"Горшковское II",2,3,31,"В 500 м к Ю от Горшковского I селища, на краю террасы. Поверхность селища изрезана оврагами.",250,200,50000,12,4,,2,3,3,0,3,0,0,0,145,,1,0,,137,137,5.5241397222000003e+01,5.1224236111000003e+01," 55° 14' 29"""," 51° 13' 27"""
832,445,"Кармалинское I",2,3,30,"В 800 м к В от С конца с. Кармалы (л.б.р. Шешмы), на правом берегу р. Шешмы, на краю высокой террасы.",250,100,25000,25,3,,2,7,3,0,3,0,0,0,145,,1,0,,217,217,5.5308900000000001e+01,5.1201830555999997e+01," 55° 18' 32"""," 51° 12' 7"""
833,446,"Кармалинское II",2,3,30,"В 200 м к Ю от Кармалинского I селища, в 700 м к С от д. Елантово.",200,,,30,,,2,7,3,0,3,0,0,0,145,,1,0,,218,218,5.5306822222000001e+01,5.1200458333000000e+01," 55° 18' 25"""," 51° 12' 2"""
1248,447,"Чаллыбашское I",2,3,31,"В 2 км к Ю от с. Чаллыбаш (Простые Челны), за оврагом, на надлуговой террасе.",350,100,35000,,4,,3,1,1,0,4,0,0,0,145,,1,0,,633,633,5.5113730556000000e+01,5.1029563889000002e+01," 55° 6' 49"""," 51° 1' 46"""
1260,448,"Чертушкинское II",2,3,31,"В 1,5 км к ЮЗ от д. Чертушкино, за оврагом, на краю террасы.",150,100,15000,40,3,,3,6,2,0,4,0,0,0,145,,1,0,,645,645,5.5146691666999999e+01,5.0997002778000002e+01," 55° 8' 48"""," 50° 59' 49"""
617,449,"Акташское I",2,3,7,"Напротив средней части с. Акташ, на краю надлуговой террасы правого берега р. Зай, в 2 км к ЮЮВ от д. Зай-Чишма, напротив изгиба ЛЭП, идущей вдоль террасы.",150,50,7500,40,2,,2,3,3,0,3,0,0,0,146,,1,0,,2,2,5.5041763889000002e+01,5.2145172221999999e+01," 55° 2' 30"""," 52° 8' 43"""
618,450,"Акташское II",2,3,7,"В 300 м к ССЗ от Акташского I поселения, на склоне надлуговой террасы.",100,60,6000,,2,,2,3,3,0,3,0,0,0,146,,1,0,,3,3,5.5044019444000000e+01,5.2145125000000000e+01," 55° 2' 38"""," 52° 8' 42"""
837,451,"Катмышское",2,3,29,"В 1 км к С от д. Катмыш (л.б.р. Ик), на мысу надпойменной террасы, у старицы.",,,,,,,5,3,7,0,3,0,0,0,147,,1,0,,222,222,5.5324811111000002e+01,5.3158766667000002e+01," 55° 19' 29"""," 53° 9' 32"""
1128,452,"Староваряжское",2,3,29,"В 2 км к З от с. Старый Варяш (пр.б.р. Ик). (Слой, обнаруженный при раскопках Староваряжского I могильника).
55,3281 53,1942
55,3278 53,1951
55,3278 53,1939
55,3273 53,1948",,,,,,,2,1,1,0,3,0,0,0,147,,1,0,,513,513,5.5328099999999999e+01,5.3194200000000002e+01," 55° 19' 41"""," 53° 11' 39"""
844,453,"Кильнинское III",2,3,38,"В 300 м к СЗ от д. Кильна (пр.б.р. Свияги), на берегу р. Кильна.",,,,,,,2,1,1,0,3,0,0,0,148,,1,0,,229,229,5.4824377777999999e+01,4.8452266667000004e+01," 54° 49' 28"""," 48° 27' 8"""
845,454,"Кильнинское IV",2,3,38,"В 1,4 км к ЮЗ от д. Кильна (пр.б.р. Свияги).",,,,,,,2,1,1,0,3,0,0,0,148,,1,0,,230,230,5.4816813889000002e+01,4.8436774999999997e+01," 54° 49' 1"""," 48° 26' 12"""
846,455,"Кильнинское V",2,3,38,"Д. Кильна (пр.б.р. Свияги). На ЮЗ окраине пос. ""Трудовик"".",,,,,,,2,1,1,0,3,0,0,0,148,,1,0,,231,231,5.4802469444000003e+01,4.8419952778000003e+01," 54° 48' 9"""," 48° 25' 12"""
1242,456,"Хулашское I",2,3,38,"Примыкает к Хулашскому городищу с СВ и СЗ.",,,,,,,2,5,1,0,3,0,0,0,148,,1,0,,627,627,5.4826441666999997e+01,4.8466025000000002e+01," 54° 49' 35"""," 48° 27' 58"""
1243,457,"Хулашское II",2,3,38,"В 3 км к СЗ от с. Кошки-Новотимбаево (пр.б.р. Тильна), в нижних горизонтах культурного слоя городища Хулаш.",,,,,,,2,5,8,0,3,0,0,0,148,,1,0,,628,628,5.4824019444000001e+01,4.8465680556000002e+01," 54° 49' 26"""," 48° 27' 56"""
630,458,"Арчиловское I",2,3,90,"На окраине быв. с. Арчиловка, к ЮВ от Полянского II (Арчиловского II) селища, на краю верхней террасы между двух оврагов.",100,100,10000,95,2,,2,5,8,0,2,0,0,0,149,,1,0,,15,15,5.4819933333000002e+01,4.8988588888999999e+01," 54° 49' 12"""," 48° 59' 19"""
698,459,"Большетарханское V",3,3,38,"На краю надлуговой террасы, на усадьбе Исхакова с. Большие Тарханы.",100,8,800,,2,,2,3,1,0,3,0,0,0,149,,1,0,,83,83,5.4710180555999997e+01,4.8543694444000003e+01," 54° 42' 37"""," 48° 32' 37"""
853,460,"Киртелинское",1,3,38,"В 1,5 к СВ от с. Киртели (пр.б.р. Карчелка, л.пр.р. Кильна, п.пр.р. Свияга), на мысу между двумя оврагами.",230,80,18400,,3,,2,1,5,0,2,0,0,0,149,,1,0,,238,238,5.4754550000000002e+01,4.8638786111000002e+01," 54° 45' 16"""," 48° 38' 20"""
1201,461,"Тетюшское I",1,3,38,"В С конце ул. Урицкого г. Тетюши, к Ю от Вшивой Горки.",,,9700,115,2,,2,7,5,0,2,0,0,0,149,,1,0,,586,586,5.4942186110999998e+01,4.8845188888999999e+01," 54° 56' 32"""," 48° 50' 43"""
1202,462,"Тетюшское I",2,3,38,"В 500 м к С от г. Тетюши (пр.б.р. Волги), на высокой террасе, изрезанной оврагами.",250,,,125,,,2,7,8,0,2,0,0,0,149,,1,0,,587,587,5.4962227777999999e+01,4.8841272222000001e+01," 54° 57' 44"""," 48° 50' 29"""
916,463,"Маклашеевский IV",5,3,90,"В 0,8 км к З от Маклашеевского II городища, на ЮЗ окраине б.д. Маклашеевка.",,,,,,,2,5,1,0,2,0,0,0,150,,1,0,,301,301,5.4818100000000001e+01,4.9036499999999997e+01," 54° 49' 5"""," 49° 2' 11"""
917,464,"Маклашеевский V",5,3,90,"На месте б.д. Маклашеевка, на мысу коренного берега р. Утки, в 0,4 км к ССЗ от Маклашеевского II городища, на высоте 18-20 м над уровнем поймы, к востоку от глубокого оврага, в 400 м к югу от кладбища д. Маклашеевка.",,,,,,,2,5,1,0,2,0,0,0,150,,1,0,,302,302,5.4819674999999997e+01,4.9032422222000001e+01," 54° 49' 11"""," 49° 1' 57"""
1038,465,"Подывановское",2,3,37,"В 0,5 км к З от б.с. Подываново [Приволжский], на краю невысокой надлуговой террасы. Затоплено.",40,20,800,,2,,2,3,3,0,2,0,0,0,150,,1,0,,423,423,5.4988755556000001e+01,4.9056972221999999e+01," 54° 59' 20"""," 49° 3' 25"""
1049,466,"Ржавецкое",2,3,37,"В 1,5 км к СЗ от пос. Ржавец, на мысу, образованном краем террасы и берегом р. Волги. Мыс пересечен оборонительными сооружениями засечной черты.",80,30,2400,25,2,,2,5,8,0,2,0,0,0,150,,1,0,,434,434,5.4999688888999998e+01,4.9144794443999999e+01," 54° 59' 59"""," 49° 8' 41"""
952,467,"Марасинское II",2,3,5,"В 1,8 км к ВЮВ от ЮЗ конца села Мараса (л.б.р. Мараса, л.пр.р. М. Черемшан), на правом берегу оврага, в его приустьевой части.",100,50,5000,,2,,6,1,1,0,4,0,0,0,152,,1,0,,337,337,5.4869602778000001e+01,5.0257736111000000e+01," 54° 52' 11"""," 50° 15' 28"""
1145,468,"Старорусскоальметьевское",2,3,32,"На левом берегу р. Марасы, к Ю от с. Старое Альметьево.",,,,,,,2,3,1,0,4,0,0,0,152,,1,0,,530,530,5.4776516667000003e+01,5.0365722222000002e+01," 54° 46' 35"""," 50° 21' 57"""
1250,469,"Черебатыровское I",2,3,32,"В 1,5 км к ЮЗ от ЮЗ конца д. Черебатырово (л.б.р. Амзинка, пр.пр.р. Гирей).",150,40,6000,,2,,2,1,1,0,4,0,0,0,152,,1,0,,635,635,5.4841811110999998e+01,5.0477849999999997e+01," 54° 50' 31"""," 50° 28' 40"""
971,470,"МЮД V",2,3,3,"На ЮВ окраине п. Мюд, на мысу надлуговой террасы, между л.б.р. Большая Сульча и ее левым притоком, отделяющим пос. от с. Мокшино.",,,,100,,,2,3,6,0,3,0,0,0,153,,1,0,,356,356,5.4708080555999999e+01,5.0789486111000002e+01," 54° 42' 29"""," 50° 47' 22"""
972,471,"МЮД VI",2,3,3,"В 0,4 км к СЗ от ЮВ края п. Мюд (л.б.р. Б. Сульча), на краю надлуговой террасы (3-4 м над уровнем поймы).",140,110,15400,,3,,2,3,1,0,3,0,0,0,153,,1,0,,357,357,5.4710361110999997e+01,5.0784830556000003e+01," 54° 42' 37"""," 50° 47' 5"""
1002,472,"Новокиреметское  I",2,3,3,"К С от д. Новая Киреметь (пр.б.р. Киреметь, пр.пр.р. М. Сульча), на краю надлуговой террасы.",239,70,16730,,3,,2,3,3,0,3,0,0,0,153,,1,0,,387,387,5.4857144443999999e+01,5.0709863888999998e+01," 54° 51' 26"""," 50° 42' 36"""
1003,473,"Новокиреметское II",2,3,3,"В 2 км к С от д. Новая Киреметь, на склоне надлуговой террасы.",260,60,15600,,3,,2,3,3,0,3,0,0,0,153,,1,0,,388,388,5.4869100000000003e+01,5.0719949999999997e+01," 54° 52' 9"""," 50° 43' 12"""
1042,474,"Покровское III",2,3,3,"В 1,5 км к В от д. Покровка (л.б.р. Б. Сульча), на мысу надлуговой террасы.",150,60,9000,,2,,2,3,1,0,3,0,0,0,153,,1,0,,427,427,5.4708327777999997e+01,5.0857722222000000e+01," 54° 42' 30"""," 50° 51' 28"""
1043,475,"Покровское IV",2,3,3,"В 1,2-1,5 км к СВ от д. Покровка, на  мысу надлуговой террасы.",150,100,15000,,3,,2,3,1,0,3,0,0,0,153,,1,0,,428,428,5.4711997222000001e+01,5.0857250000000001e+01," 54° 42' 43"""," 50° 51' 26"""
1150,476,"Староузеевское III",2,3,3,"В 0,3 км к СЗ от с. Старое Узеево (л.б.р. Б. Сульча), на высоком (15-20 м) мысу надлуговой террасы.",275,55,15125,,3,,2,7,1,0,3,0,0,0,153,,1,0,,535,535,5.4703319444000002e+01,5.0878322222000001e+01," 54° 42' 12"""," 50° 52' 42"""
1151,477,"Староузеевское IV",2,3,3,"В 0,4 км к С от С конца с. Старое Узеево, на мысу надлуговой террасы.",50,40,2000,,2,,2,7,1,0,3,0,0,0,153,,1,0,,536,536,5.4703219443999998e+01,5.0889436111000002e+01," 54° 42' 12"""," 50° 53' 22"""
1152,478,"Староузеевское V",2,3,3,"В 0,8 км к С от с. Старое Узеево, на краю надлуговой террасы высотой 12-13 м.",150,30,4500,,2,,2,7,1,0,3,0,0,0,153,,1,0,,537,537,5.4708824999999997e+01,5.0898922222000003e+01," 54° 42' 32"""," 50° 53' 56"""
1184,479,"Татсунчелеевское III",2,3,3,"В 1,5 км к СЗ от с. Татарское Сунчелеево, на краю надлуговой террасы. Селище разделено на две части (140x100 и 120x80) оврагом.",260,180,46800,,4,,2,7,8,0,2,0,0,0,153,,1,0,,569,569,5.4725802778000002e+01,5.0719658332999998e+01," 54° 43' 33"""," 50° 43' 11"""
