"IDMonument","MonNumber","MonName","IDMonType","IDState","IDRegion","MonDescription","MonLength","MonWide","MonSquare","MonLayer","IDSquareType","IDSoilType","IDWaterType","IDRiverReliefType","IDLocalReliefForm","MonDateToTheFort","IDArrangementType","FerrousMetallurgy","NonferrousMetallurgy","Agriculture","IDMapNumber","IDCurrentState","Active","Location Specified","MonTatarCodeNumber","IDMonCultureBelonging","AnotherCultureLayers","MonDecimalLatitude","MonDecimalLongitude","MonLatitude","MonLongitude"
"967","595","Муромское II","2","2","65","В 3 км к СЗ от с. Валы, на территории Муромского городка. (В пределах раскопа X в 1974 г. Г.И. Матвеева обнаружила остатки именьковского поселения).",,,,"50",,,"3","6","1","false","3","false","false","false","168",,"true","true",,"352","352","53.350066667","49.366458333"," 53° 21' 0"""," 49° 21' 59"""
"968","233","МЮД I","2","3","3","В 2,3—2,6 км к СЗ от центральной усадьбы п. Мюд, на правом берегу р. Б.Сульча, на краю надлуговой террасы.","100","80","8000",,"2",,"2","7","1","false","3","false","false","false","153",,"true","false",,"353","353","54.725183333","50.756719444"," 54° 43' 31"""," 50° 45' 24"""
"969","234","МЮД II","2","3","3","В 0,35—0,75 км к СЗ от центральной усадьбы п. Мюд.",,,"70000",,"5",,"2","7","1","false","3","false","false","false","153",,"true","false",,"354","354","54.713683333","50.780280556"," 54° 42' 49"""," 50° 46' 49"""
"970","235","МЮД III","2","3","3","В 0,2—0,3 км к С от З края п. Мюд, на краю коренного берега.","100","80","8000",,"2",,"2","7","1","false","3","false","false","false","153",,"true","false",,"355","355","54.717072222","50.771466667"," 54° 43' 1"""," 50° 46' 17"""
"971","470","МЮД V","2","3","3","На ЮВ окраине п. Мюд, на мысу надлуговой террасы, между л.б.р. Большая Сульча и ее левым притоком, отделяющим пос. от с. Мокшино.",,,,"100",,,"2","3","6","false","3","false","false","false","153",,"true","false",,"356","356","54.708080556","50.789486111"," 54° 42' 29"""," 50° 47' 22"""
"972","471","МЮД VI","2","3","3","В 0,4 км к СЗ от ЮВ края п. Мюд (л.б.р. Б. Сульча), на краю надлуговой террасы (3-4 м над уровнем поймы).","140","110","15400",,"3",,"2","3","1","false","3","false","false","false","153",,"true","false",,"357","357","54.710361111","50.784830556"," 54° 42' 37"""," 50° 47' 5"""
"973","343","Набережно-Челнинское I","2","3","84","В 2 км к С от старого города и в 0,2 км к С от старого карьера по добыче берегового камня, на краю коренного распаханного берега, к З от шоссе Наб.Челны - Самоскаково. Высота мыса 25-30 м.","15","9","135",,"2",,"3","7","5","false","4","false","false","false","125",,"true","false",,"358","358","55.725694444","52.347097222"," 55° 43' 32"""," 52° 20' 50"""
"974","252","Нижнеалькеевcкое III","2","3","6","В 2,5 км к ВСВ от с. Нижнее Алькеево, на краю надлуговой террасы. [У П.Н. Старостина - Нижнеалькеевское I селище].",,,,,,,"2","3","1","false","3","false","false","false","152",,"true","false",,"359","359","54.787097222","50.080788889"," 54° 47' 14"""," 50° 4' 51"""
"975","253","Нижнеалькеевское II","2","3","6","В 1,7 - 1,8 км к ВСВ от с. Нижнее Алькеево (л.б.р. Ата-су, пр.пр.р. М. Черемшан), на краю надлуговой террасы. [У П.Н. Старостина - Нижнеалькеевское III селище].",,,,,,,"2","3","1","false","3","false","false","false","152",,"true","false",,"360","360","54.787908333","50.067819444"," 54° 47' 16"""," 50° 4' 4"""
"976","39","Нижнебарышевское II","2","3","22","В 800 м к З от д. Нижнее Барышево (пр.б.р. Сухая Улема, пр.пр.р. Свияги), на мысу ""Кала-тау"". [У П.Н. Старостина - Нижнебарышевское селище].",,,,,,,"2","1","1","false","4","false","false","false","140",,"true","false","1194","361","361","55.314108333","48.679227778"," 55° 18' 51"""," 48° 40' 45"""
"977","166","Нижнеборисковское","2","3","37","В 1,5—2 км к ЮЗ от д. Нижнее Борисково, на левом берегу р. Бездны.",,,,,,,"2","1","1","false","4","false","false","false","151",,"true","false",,"362","362","54.815269444","49.580486111"," 54° 48' 55"""," 49° 34' 50"""
"978","251","Нижнекачеевcкое V","3","3","6","В 2 км к ВСВ от с. Нижнее Качеево (л.б.р. Шня, пр.пр.р. М. Черемшан), на краю надлуговой террасы. [У П.Н. Старостина - Нижнекачеевское IV местонахождение].",,,,,,,"2","3","1","false","3","false","false","false","152",,"true","false",,"363","363","54.679552778","50.022369444"," 54° 40' 46"""," 50° 1' 21"""
"979","250","Нижнекачеевское III","2","3","6","В 1,5 км к ВЮВ от с. Нижнее Качеево, на краю надлуговой террасы. [У П.Н. Старостина - Нижнекачеевское II селище].",,,"60000","25","5",,"2","3","1","false","3","false","false","false","152",,"true","false",,"364","364","54.672975","50.020391667"," 54° 40' 23"""," 50° 1' 13"""
"980","249","Нижнекачеевское V","2","3","6","В 1,2—1,3 км к В от с. Нижнее Качеево, на краю надлуговой террасы. [У П.Н. Старостина - Нижнекачеевское I селище].",,,,,,,"2","3","1","false","3","false","false","false","152",,"true","false",,"365","365","54.679358333","50.016722222"," 54° 40' 46"""," 50° 1' 0"""
"981","423","Нижнемарьянская стоянка XII","2","3","5","В 2 км к ЮЗ от б.д. Нижний Марьян, на краю террасы.","60","10","600",,"2",,"5","3","1","false","4","false","false","false","142",,"true","false",,"366","366","55.16795","49.587719444"," 55° 10' 5"""," 49° 35' 16"""
"982","435","Нижнесаврушинское","2","3","3","В 3 км к СЗ от д. Нижние Савруши (л.б.р. Саврушка, л.пр.р. М. Черемшан), на низком пологом склоне надлуговой террасы.","330","80","26400",,"3",,"2","3","1","false","4","false","false","false","144",,"true","false",,"367","367","55.061591667","50.644119444"," 55° 3' 42"""," 50° 38' 39"""
"983","80","Нижнетарханское","3","3","38","В 0,5—0,6 км к СВ от д. Нижние Тарханы (Малые Тарханы) (л.б.р. Тарханка, л.пр.р. Кильна, п.пр.р. Свияги).",,,,,,,"2","1","1","false","4","false","false","false","149",,"true","false",,"368","368","54.750375","48.545402778"," 54° 45' 1"""," 48° 32' 43"""
"984","536","Никитинское I","2","4","77","В 1 км к С от с. Никитино, на надпойменной террасе пр.б.р. Барыш, на высоте 7 м над поймой, к СВ от пойменного болота.","130","60","7800",,"2",,"5","3","3","false","3","false","false","false","119",,"true","false",,"369","369","54.479386111","47.067894444"," 54° 28' 46"""," 47° 4' 4"""
"985","537","Никитинское II","2","4","77","В 2,5 км к СЗ от с. Никитино, на мысу надлуговой террасы пр.б.р. Барыш, к С и СВ от пойменного болота, к Ю от леса и дороги.","135","80","10800",,"3",,"5","3","7","false","3","false","false","false","119",,"true","false",,"370","370","54.490058333","47.063138889"," 54° 29' 24"""," 47° 3' 47"""
"986","510","Николаевское","2","1","79","Находки встречены по всей площади между городищами Блюдо I и Блюдо II.",,,,,,,"3","5","2","true","2","false","false","false","118",,"true","false",,"371","371","54.350691667","46.539163889"," 54° 21' 2"""," 46° 32' 21"""
"987","367","Николаевское I","2","3","34","В 1,8 км к ЮЮВ от д. Николаевка (пр.б.р. Кривуша, пр.пр.р. Камы), на склоне останца надлуговой террасы, называемого у старожилов Красной Горкой.","50",,,,,,"5","2","9","false","4","false","false","false","133",,"true","false",,"372","372","55.465319444","50.4222"," 55° 27' 55"""," 50° 25' 20"""
"988","163","Никольское","2","3","37","В 0,3 км к C от церкви с. Никольского, на краю надлуговой террасы, под огородами.",,,,,,,"2","3","1","false","4","false","false","false","150",,"true","false",,"373","373","54.920011111","49.397483333"," 54° 55' 12"""," 49° 23' 51"""
"989","551","Новая Беденьга I","1","4","80","В 2 км к ЮВ от с. Новая Беденьга, на мысу треугольной формы, между отрогами оврага, по которому протекают ручьи.","60","50","3000","30","2",,"3","6","5","false","2","true","false","false","156",,"true","true",,"374","374","54.489941667","48.384902778"," 54° 29' 24"""," 48° 23' 6"""
"990","552","Новая Беденьга II","1","4","80","В 2,5 км к ЮВ от с. Новая Беденьга, на стрелке между отрогами оврага, спускающегося с плато коренного берега к Волге.","500","100","50000","20","4",,"3","6","5","false","2","false","false","true","156",,"true","true",,"375","375","54.487983333","48.387947222"," 54° 29' 17"""," 48° 23' 17"""
"991","553","Новая Беденьга","2","4","80","Примыкает к городищу Новая Беденьга I с З стороны.","300","100","30000","30","3",,"3","6","2","true","2","true","false","true","156",,"true","true",,"376","376","54.489752778","48.379880556"," 54° 29' 23"""," 48° 22' 48"""
"992","635","Новинки I","2","2","50","На В окраине с. Новинки, на краю первой надпойменной террасы Волги, на С берегу Шелехметского озера. Селище прорезано балкой, протянувшейся с С на Ю, и располагается в т.ч. на склонах балки.","470","70","32900","50","4",,"5","3","3","false","3","false","false","false","173",,"true","true",,"377","377","53.250925","49.928236111"," 53° 15' 3"""," 49° 55' 42"""
"993","636","Новинки II","2","2","50","В 2 км к ВСВ от с. Новинки и в 3,3 км к СЗ от птицефабрики с. Рождествено. Занимает край надпойменной террасы и мыс, выступающий над поймой.","960","210","201600","40","8",,"5","3","3","false","3","false","false","false","173",,"true","true",,"378","378","53.250252778","49.960969444"," 53° 15' 1"""," 49° 57' 39"""
"994","637","Новинки IIIа","2","2","50","В 3,2 км к ВСВ от с. Новинки и в 2,7 к ЗСЗ от птицефабрики с. Рождествено, в 300 м к Ю от шоссе Рождествено - Новинки, на вытянутом с З на В мысу первой надпойменной террасы, образованном краем террасы и оврагом.","450","120","54000","50","5",,"3","3","8","false","3","false","false","false","173",,"true","true",,"379","379","53.246638889","49.968083333"," 53° 14' 48"""," 49° 58' 5"""
"995","638","Новинки IX","2","2","50","В 1,75 км к ВСВ от с. Новинки, на краю первой надпойменной террасы, к Ю от шоссе.","170","70","11900","60","3",,"5","3","3","false","3","false","false","false","173",,"true","true",,"380","380","53.251372222","49.955794444"," 53° 15' 5"""," 49° 57' 21"""
"996","639","Новинки V","2","2","50","В 1,5 км к ВСВ от с. Новинки, на краю первой надпойменной террасы, к Ю от шоссе Рождествено - Новинки. [Восточная часть селища в работах Д.А. Сташенкова фигурирует как Новинковское селище I, его площадка отделена от селища V коротким глубоким оврагом.]","300","50","15000","40","3",,"5","3","3","false","3","true","true","true","173",,"true","true",,"381","381","53.252322222","49.948044444"," 53° 15' 8"""," 49° 56' 53"""
"997","640","Новинки XIII","2","2","50","В 0,5 км к ЮЗ от с. Новинки и в 1,2 км к ЮВ от с. Шелехметь, на С берегу Шелехметского озера, в 300 м к Ю от шоссе Новинки - Шелехметь.","100","60","6000","100","2",,"5","3","3","false","2","false","false","false","173",,"true","true",,"382","382","53.240586111","49.899011111"," 53° 14' 26"""," 49° 53' 56"""
"998","641","Новинки Х","2","2","50","В глубине превой надпойменной террасы, на берегу старичного озера, в 1,25 км к CD от В края с. Новинки и в 1,25 км к Ю от Ю края с. Торновое. В 180 м к С от шоссе Рождествено - Новинки.","350","180","63000","80","5",,"5","4","4","false","3","false","false","false","173",,"true","false",,"383","383","53.261658333","49.938905556"," 53° 15' 42"""," 49° 56' 20"""
"999","351","Новобиксентеевское","2","3","28","В 200 м к В от Новобиксентеевской IV стоянки (в 300 м к ЮВ от д. Новое Биксентеево, на мысу надлуговой террасы), на берегу протоки, вытекающей из о. Кулегаш.","200","50","10000",,"2",,"5","3","3","false","4","false","false","false","127",,"true","false",,"384","384","55.71325","53.412766667"," 55° 42' 48"""," 53° 24' 46"""
"1000","484","Новоильмовское","2","3","41","В 2 км к ЮЗ от с. Новое Ильмово, на мысу надлуговой террасы, возвышающемся на 2-3 м над поймой, на правом берегу ручья, левого притока р. Большая Сульча.","150","100","15000",,"3",,"3","6","5","false","4","true","false","false","154",,"true","false",,"385","385","54.719655556","51.366663889"," 54° 43' 11"""," 51° 21' 60"""
"1001","264","Новокармалинское","3","2","57","В 0,3 км к З от д. Новая Кармала.",,,,,,,"6","1","1","false","4","false","false","false","160",,"true","false",,"386","386","54.390322222","50.31055"," 54° 23' 25"""," 50° 18' 38"""
"1002","472","Новокиреметское  I","2","3","3","К С от д. Новая Киреметь (пр.б.р. Киреметь, пр.пр.р. М. Сульча), на краю надлуговой террасы.","239","70","16730",,"3",,"2","3","3","false","3","false","false","false","153",,"true","false",,"387","387","54.857144444","50.709863889"," 54° 51' 26"""," 50° 42' 36"""
"1003","473","Новокиреметское II","2","3","3","В 2 км к С от д. Новая Киреметь, на склоне надлуговой террасы.","260","60","15600",,"3",,"2","3","3","false","3","false","false","false","153",,"true","false",,"388","388","54.8691","50.71995"," 54° 52' 9"""," 50° 43' 12"""
"1004","241","Новокутушское II","2","3","41","В 0,2 км к СЗ от д. Новый Кутуш, на мысу надлуговой террасы, влево от дороги Новый Кутуш - Старый Кутуш.","70","30","2100",,"2",,"2","3","3","false","3","false","false","false","154",,"true","false",,"389","389","54.703344444","51.142727778"," 54° 42' 12"""," 51° 8' 34"""
"1005","242","Новокутушское III","2","3","41","В 0,2 км к С от В края  д. Новый Кутуш (п.б.р. Б. Сульча), на мысу надлуговой террасы.","96","87","8352",,"2",,"2","3","8","false","3","false","false","false","154",,"true","false",,"390","390","54.709508333","51.165044444"," 54° 42' 34"""," 51° 9' 54"""
"1006","329","Новомавринское","2","3","19","В 1,5 км к СВ  от с. Новое Маврино (л.б.р. Степной Зай), на овально-подтреуголном мысу коренной террасы. [У П.Н. Старостина - Новомаврикинское селище].","150","60","9000",,"2",,"2","7","7","false","3","false","false","false","146",,"true","false",,"391","391","55.096372222","52.092147222"," 55° 5' 47"""," 52° 5' 32"""
"1007","400","Новомордовское II","2","3","37","В 3,4 км к С от с. Ржавец, на краю надлуговой террасы правого берега р. Вихлянки. Затоплено.",,,,,,,"2","3","1","false","4","false","false","false","141",,"true","false",,"392","392","55.030602778","49.144675"," 55° 1' 50"""," 49° 8' 41"""
"1008","259","Новосахчинское","3","4","82","В 0,9 км к ЮЗ от д. Новая Сахча, на правом берегу р. Малый Черемшан.",,,,,,,"2","1","1","false","4","false","false","false","160",,"true","false",,"393","393","54.449436111","50.011086111"," 54° 26' 58"""," 50° 0' 40"""
"1009","221","Новочиcтопольcкое II","2","3","42","У СЗ окраины  д. Чистопольские Выселки, на краю надлуговой террасы.",,,,,,,"2","3","1","false","3","false","false","false","134",,"true","false",,"394","394","55.337633333","50.653119444"," 55° 20' 15"""," 50° 39' 11"""
"1010","220","Новочистопольское I","2","3","42","В 0,3—0,4 км к С от д. Чистопольские Выселки, на пологом склоне надлуговой террасы левого берега реки.","105","65","6825",,"2",,"2","3","1","false","3","false","false","false","134",,"true","false",,"395","395","55.346072222","50.669452778"," 55° 20' 46"""," 50° 40' 10"""
"1011","222","Новочистопольское IV","2","3","42","В 0,4 км  к ЗСЗ от центральной части д. Чистопольские Выселки, в 150 м к ЗЮЗ от кирпичного завода, на левом берегу речки и оврага, на двух мысах надлуговой террасы.","120","45","5400",,"2",,"2","3","8","false","3","false","false","false","134",,"true","false",,"396","396","55.340097222","50.651488889"," 55° 20' 24"""," 50° 39' 5"""
"1012","223","Новочистопольское V","2","3","42","У З окраины центральной части д. Чистопольские Выселки, на краю надлуговой террасы.","160","50","8000",,"2",,"2","3","3","false","3","false","false","false","144",,"true","false",,"397","397","55.332788889","50.647080556"," 55° 19' 58"""," 50° 38' 49"""
"1013","642","Новый Путь II","2","2","65","В 0,6 км к ЮВ от п. Новый Путь, на краю верхней террасы р. Волги.","200","40","8000",,"2",,"5","5","3","false","3","false","false","false","173",,"true","false",,"398","398","53.143797222","49.513977778"," 53° 8' 38"""," 49° 30' 50"""
"1014","643","Новый Путь III","2","2","65","На месте пос. Новый Путь.",,,,,,,"5","5","1","false","3","false","false","false","173",,"true","false",,"399","399","53.146572222","49.505352778"," 53° 8' 48"""," 49° 30' 19"""
"1015","644","Новый Путь IV","2","2","65","В 200 м к ЗСЗ от пос. Новый Путь",,,,,,,"5","1","1","false","3","false","false","false","173",,"true","false",,"400","400","53.148675","49.5028"," 53° 8' 55"""," 49° 30' 10"""
"1016","617","Овраг Крутец","2","2","65","В 2,8 км к СЗ от с. Валы, в 1 км к ЮЗ от Муромского городка, на В склоне оврага Крутец. В 160 м к Ю от селища находится летняя ферма и пруд.",,,,,,,"3","6","5","false","3","false","false","false","172",,"true","true",,"401","401","53.335475","49.354177778"," 53° 20' 8"""," 49° 21' 15"""
"1017","645","Осиновка I","2","2","65","Находится в 2 км к СВ от церкви с.Осиновка, по обе стороны дороги Березовый Солонец-Осиновка, у восточной ветви Аскульского оврага.",,,"9000","30","2",,"3","6","1","false","2","false","false","false","173",,"true","false",,"402","402","53.219786111","49.617536111"," 53° 13' 11"""," 49° 37' 3"""
"1018","646","Осиновка III","2","2","65","Находится в 0,4 км к З от церкви с.Осиновка, юго-западнее шоссе Жигулевск-Ермаково, на правом склоне Осиновского оврага.",,,"210000",,"8",,"3","6","1","false","2","false","false","false","173",,"true","false",,"403","403","53.190741667","49.625258333"," 53° 11' 27"""," 49° 37' 31"""
"1019","647","Осиновка III","3","2","65","В 800 м к ЮЮЗ от церкви с. Осиновка.",,,,,,,"3","6","1","false","2","false","false","false","173",,"true","false",,"404","404","53.185961111","49.633725"," 53° 11' 9"""," 49° 38' 1"""
"1020","648","Осиновка IV","2","2","65","Находится в 0,75 км к ЮЗ от церкви с.Осиновка, на пологом мысу правого берега Осиновского оврага.",,,"135000",,"8",,"3","6","5","false","2","false","false","false","173",,"true","false",,"405","405","53.185186111","49.629294444"," 53° 11' 7"""," 49° 37' 45"""
"1021","208","Остолоповское II","2","3","5","В З км к ЮВ от д. Остолопово, на левом берегу  р. Шенталы , левого притока р. Камы, на краю распаханной террасы р. Шентала, ограничено с З ее старым рукавом. [Остолоповское I селище у П.Н. Старостина].","500","200","100000","50","7",,"2","3","6","false","4","false","false","false","133",,"true","false",,"406","406","55.355802778","50.325461111"," 55° 21' 21"""," 50° 19' 32"""
"1022","211","Ошнякское II","2","3","5","В средней части с. Ашняк, на левом берегу р. Ошняк (Тиганки), справа от дороги из с. Масловка в с. Ашняк, в огородах, на склоне надпойменной террасы [В Археологической карте Татарстана - Ашнякское II селище].","280","90","25200",,"3",,"2","3","3","false","3","false","false","false","143",,"true","false","486","407","407","55.096877778","50.131225"," 55° 5' 49"""," 50° 7' 52"""
"1023","506","Ош-Пандо (Моргинское)","1","1","79","В 3 км к СВ от с. Морга, в лесу, в 500 м позади колхозного пчельника, около ручья Ош лей, притока р. Ляпи лей, притока р. Ака серма, притока р. Чеберчинки, на мысу, обращенном к ЮЗ к устью лощины, выходящей к р. Ляпи лей. Мыс образован сходящимися оврагами, в З из них течет ручей Ош лей.",,,,,,,"3","6","5","false","2","false","false","false","176","4","true","true",,"408","408","54.431075","46.470766667"," 54° 25' 52"""," 46° 28' 15"""
"1024","532","Ош-Пандо (Сайнинское)","1","4","77","Справа от дороги Кабаево - Сайнино, не доходя 0,5 км до Сайнино, на одном из мысов, обращенных к ЮЗ в долину р. Веле лей (ширина реки 60 см).","105","81","2400","200","2",,"3","5","8","false","2","true","true","true","118",,"true","true",,"409","409","54.483438889","46.503088889"," 54° 29' 0"""," 46° 30' 11"""
"1025","533","Ош-Пандо (Сайнинское)","2","4","77","Непосредственно за рвом городища Ош-Пандо, к В от него. Занимает плоскую  вершину стрелки, ограниченной с Ю долиной р. Веле лей, а с  С склоном в сторону дороги Кабаево - Сайнино.","175","175","30625",,"4",,"3","5","2","true","2","false","true","true","118",,"true","true",,"410","410","54.483472222","46.504894444"," 54° 29' 0"""," 46° 30' 18"""
"1026","514","Ош-Пандо (Симкинское)","1","1","87","В 0,5 км к В от окраины с. Симкино, на берегу р. Чермелей, на узком и длинном мысу.",,,,,,,"3","5","5","false","4","false","false","false","120",,"true","true",,"411","411","54.252563889","46.196883333"," 54° 15' 9"""," 46° 11' 49"""
"1027","507","Ош-Пандо (Чиндяновское)","1","1","79","В лесу, на расстоянии 2,5 - 3 км к ЮВ от с. Чиндяново, на высокой длинной стрелке между двух оврагов глубиной до 70 м, по дну которых текут ручьи.",,,,"30",,,"3","5","5","false","4","false","false","false","176","4","true","false",,"412","412","54.447255556","46.415866667"," 54° 26' 50"""," 46° 24' 57"""
"1028","649","Ош-Пандо-Нерь","1","2","50","В 1,25 км к ЗСЗ от с. Шелехметь, в 0,75 км к С от Шелехметского озера, в устье Холодного оврага, на южном отроге Жигулевских гор.","500","100","50000",,"4",,"5","5","8","false","2","false","false","false","173",,"true","true",,"413","413","53.245455556","49.838583333"," 53° 14' 44"""," 49° 50' 19"""
"1029","650","Ош-Пандо-Нерь I/II","2","2","50","В 0,7 км к З от с. Шелехметь, у подножия горы Ош-Пандо-Нерь, в устье Холодного оврага. Селище занимает всю долину Холодного оврага, огибает подножие горы Ош-Пандо-Нерь и продолжается вдоль Ю склона Жигулевских гор.","800","180","144000","80","8",,"5","4","11","true","2","true","true","true","173",,"true","true",,"414","414","53.243319444","49.832380556"," 53° 14' 36"""," 49° 49' 57"""
"1030","651","Ош-Пандо-Нерь III","2","2","50","В 250 м к ЗСЗ от края с. Шелехметь, на берегу заболоченного старичного озера.","400","125","50000","33","4",,"5","4","4","false","2","false","false","false","173",,"true","true",,"415","415","53.244744444","49.84945"," 53° 14' 41"""," 49° 50' 58"""
"1031","330","Петровкинское","2","3","7","В 2,5 км к СЗ от п. Петровка (пр.б.р. Зай), на пологом мысу надлуговой террасы, в 2,5 км к ЮЗ от с. Ямаш. [У П.Н. Старостина - Петровское селище]","300","100","30000",,"3",,"2","3","7","false","3","false","false","false","146",,"true","false",,"416","416","55.011352778","52.17995"," 55° 0' 41"""," 52° 10' 48"""
"1032","180","Пичкасское","3","3","37","На З окраине с. Пичкасы, на левом берегу р. Ахтай.",,,,,,,"2","3","8","false","3","false","false","false","142",,"true","false",,"417","417","55.119466667","49.552927778"," 55° 7' 10"""," 49° 33' 11"""
"1033","178","Пичкасское I","2","3","37","В 0,6 км к ССВ от с. Пичкасы, на правом берегу р. Ахтая, на коренной террасе, в 50 м к С от карьера для добычи камня.",,,,"30",,,"2","5","8","false","3","false","false","false","142",,"true","false",,"418","418","55.129305556","49.553144444"," 55° 7' 46"""," 49° 33' 11"""
"1034","179","Пичкасское II","2","3","37","В 1,8 км к С от З окраины с. Пичкасы, на террасе правого берега р. Ахтай.","100","50","5000",,"2",,"2","5","3","false","3","false","false","false","142",,"true","false",,"419","419","55.131147222","49.560911111"," 55° 7' 52"""," 49° 33' 39"""
"1035","348","Подгорно-Байларское IV","2","3","28","В с. Подгорные Байлары (л.б.р. Ик), на краю левого коренного берега, около скотомогильника.","76","32","2432",,"2",,"2","7","1","false","4","false","false","false","126",,"true","false",,"420","420","55.746744444","52.989997222"," 55° 44' 48"""," 52° 59' 24"""
"1036","599","Подгоры I","2","2","50","В 2,5 - 3 км к С от с. Подгоры, у подножья Белой горы, на З берегу Каменного озера.
[С С к селищу примыкает селище Подгоры V, составляющее с Подгорами I единый памятник].","900","100","90000","50","6",,"5","4","11","true","2","false","false","true","170",,"true","true",,"421","421","53.340575","50.123783333"," 53° 20' 26"""," 50° 7' 26"""
"1037","331","Подлесношенталинское","1","3","5","В 2 км к Ю от с. Подлесная Шентала.",,,,,,,"3","1","1","false","4","false","false","false","143",,"true","false",,"422","422","55.094661111","50.350966667"," 55° 5' 41"""," 50° 21' 3"""
"1038","465","Подывановское","2","3","37","В 0,5 км к З от б.с. Подываново [Приволжский], на краю невысокой надлуговой террасы. Затоплено.","40","20","800",,"2",,"2","3","3","false","2","false","false","false","150",,"true","false",,"423","423","54.988755556","49.056972222"," 54° 59' 20"""," 49° 3' 25"""
"1039","290","Покровское","2","2","68","В 0,7 км к З от д. Покровка, на правом крутом берегу р. Тарханки. С В стороны площадка ограничена оврагом, местность слегка поката к реке. Поселение вытянуто вдоль оврага.","200","100","20000",,"3",,"2","3","8","false","1","false","false","false","162",,"true","false",,"424","424","54.473033333","51.1793"," 54° 28' 23"""," 51° 10' 45"""
"1040","291","Покровское I","3","2","68","В 0,55 - 0,57 км к В от д. Покровка.",,,,,,,"6","1","1","false","1","false","false","false","162",,"true","false",,"425","425","54.471786111","51.20535"," 54° 28' 18"""," 51° 12' 19"""
"1041","292","Покровское II","3","2","68","В 0,5 км к Ю от Покровского I местонахождения.",,,,,,,"6","1","1","false","1","false","false","false","162",,"true","false",,"426","426","54.468183333","51.208138889"," 54° 28' 5"""," 51° 12' 29"""
"1042","474","Покровское III","2","3","3","В 1,5 км к В от д. Покровка (л.б.р. Б. Сульча), на мысу надлуговой террасы.","150","60","9000",,"2",,"2","3","1","false","3","false","false","false","153",,"true","false",,"427","427","54.708327778","50.857722222"," 54° 42' 30"""," 50° 51' 28"""
"1043","475","Покровское IV","2","3","3","В 1,2-1,5 км к СВ от д. Покровка, на  мысу надлуговой террасы.","150","100","15000",,"3",,"2","3","1","false","3","false","false","false","153",,"true","false",,"428","428","54.711997222","50.85725"," 54° 42' 43"""," 50° 51' 26"""
"1044","107","Полянкинское","2","3","24","В 0,5-0,6 км к ЗЮЗ от д. Полянки, на правом берегу р. Камы.",,,,,,,"6","1","1","false","4","false","false","false","132",,"true","false",,"429","429","55.38835","49.786611111"," 55° 23' 18"""," 49° 47' 12"""
"1045","142","Полянское II","2","3","90","В 200 м к СЗ от церкви с. Полянки, на левом берегу Волги.","120","110","13200","65","3",,"2","5","8","false","3","false","false","false","149",,"true","false",,"430","430","54.826636111","48.984025"," 54° 49' 36"""," 48° 59' 2"""
"1046","676","Поселение в Заречье","2","3","37","На СВ окраине пригорода Болгарского городища, зафиксировано раскопом 36 1953 г. Затоплено.",,,,,,,"5","4","11","false","2","false","false","false","150",,"true","false",,"431","431","54.990283333","49.062241667"," 54° 59' 25"""," 49° 3' 44"""
"1047","675","Поселок у проезда на с. Подиваново","2","3","37","На СВ окраине Болгарского городища, на правом берегу Малого Иерусалимского оврага, зафиксировано раскопом XXII 1967 г.","125","75","9375","40","2",,"5","1","1","false","2","false","false","false","150",,"true","false",,"432","432","54.987352778","49.072080556"," 54° 59' 14"""," 49° 4' 19"""
"1048","288","Пролетарское","1","2","68","В 0,3 км к СВ от п. Пролетарий, на правом берегу р. Большой Черемшан, на узком подтреугольном мысу. Площадь городища составляет 2 га, территория задернована, ближе к южной окраине культурный  слой,  мощностью  25-30  см, разрушен многочисленными карьерами и кладоискательскими шурфами. С северо-запада городище защищено валом высотой до 70 см, оплывшим и заросшим лесом, и неглубоким ровиком.",,,"15000","30","3",,"2","5","8","false","2","false","false","true","162",,"true","true",,"433","433","54.542391667","51.054213889"," 54° 32' 33"""," 51° 3' 15"""
"1049","466","Ржавецкое","2","3","37","В 1,5 км к СЗ от пос. Ржавец, на мысу, образованном краем террасы и берегом р. Волги. Мыс пересечен оборонительными сооружениями засечной черты.","80","30","2400","25","2",,"2","5","8","false","2","false","false","false","150",,"true","false",,"434","434","54.999688889","49.144794444"," 54° 59' 59"""," 49° 8' 41"""
"1050","332","Ржавецкое I","2","3","37","На С окраине п. Ржавец, на левом берегу р. Волги. На краю коренной террасы.  [У П.Н. Старостина - Иржавецкое I селище.]","360","70","25200","60","3",,"3","5","3","false","2","false","false","false","150",,"true","false",,"435","435","54.999688889","49.164491667"," 54° 59' 59"""," 49° 9' 52"""
"1051","333","Ржавецкое II","2","3","37","В 1,5 км к СЗ  от п. Ржавец, на левом берегу Волги. На краю надлуговой террасы. [У П.Н. Старостина - Иржавецкое II селище.]",,,,"25",,,"2","5","3","false","2","false","false","false","150",,"true","false",,"436","436","54.999294444","49.147583333"," 54° 59' 57"""," 49° 8' 51"""
"1052","334","Ржавецкое IV","2","3","37","В 1 км к СЗ от п. Иржавец, на левом берегу Волги. На краю верхней террасы. [У П.Н. Старостина - Иржавецкое IV селище.]","160","70","11200","35","3",,"2","5","8","true","2","true","false","false","150",,"true","false",,"437","437","54.999638889","49.152947222"," 54° 59' 59"""," 49° 9' 11"""
