name,addr,dat,x,y,status,id
Мещеряковское поселение I,"Республика Татарстан, Буинский район, с. Мещеряково, 1 км к западу",II тыс. до н.э. ,54.940125,48.265891666,1,916
Мещеряковское поселение II,"Республика Татарстан, Буинский район, с. Мещеряково, 0, 8 км к западу",I тыс. до н.э. ,54.940272222,48.247438887,1,917
Минняровская стоянка,"Республика Татарстан, Актанышский район, д. Минярово, 2 км к северо-востоку",II тыс. до н.э. ,55.566477779,54.041183329,1,918
Минняровский археологический комплекс,"Республика Татарстан, Актанышский район, д. Миннярово, 0, 8 км к востоку",VIII-II тыс. до н.э.; VI-XIII вв. н.э. ,55.565447223,54.051419441,1,919
Минняровское городище,"Республика Татарстан, Актанышский район, д. Миннярово, 1 км к востоку",III в. до н.э. - III в. н.э. ,55.56108889,54.026763885,1,920
Минняровское поселение II,"Республика Татарстан, Актанышский район, д. Миннярово, южная окраина",II тыс. до н.э.; VI-IX вв. н.э.; ХI-ХII вв. н.э. ,55.581569445,54.047619441,1,921
Михайловская курганная группа,"Республика Татарстан, Нурлатский район, п. Михаловский, 0, 8 км к юго-востоку",3-я четв. II тыс. до н.э. ,54.522841668,50.83792222,1,922
Мокро-Курналинская стоянка II,"Республика Татарстан, Алексеевский район, с. Мокрые Курнали, 3, 5 км к северо-востоку",XVI-XV до н.э. ,55.32173889,50.020180554,1,923
Мокро-Курналинская стоянка IV,"Республика Татарстан, Алексеевский район, с. Мокрые Курнали, северо-восточная окраина",II тыс. до н.э. ,55.300391668,50.004816665,1,924
Мокрокурналинский могильник,"Республика Татарстан, Алексеевский район, В с. Мокрые Курнали",VI- VII вв. н.э. ,55.297944445,49.997191665,1,925
Мокрокурналинское селище I,"Республика Татарстан, Алексеевский район, с. Мокрые Курнали, 3 км к северо-западу",VII-V вв. до н.э. ,55.314422222,50.022291665,1,926
Мокрокурналинское селище III,"Республика Татарстан, Алексеевский район, с. Мокрые Курнали, 0, 6-0, 8 км к северо-востоку",X-XIV вв. н.э. ,55.303627778,50.011991664,1,927
Мокрокурналинское селище V,"Республика Татарстан, Алексеевский район, с. Мокрые Курнали, у северо-восточной",VI- VII вв. н.э. ,55.299755557,50.00249722,1,928
Мокшинское местонахождение,"Республика Татарстан, Атнинский район, д. Мокша, около деревни",VI-II тыс. до н.э. ,56.317227779,49.579530554,1,929
Моляшинское селище,"Республика Татарстан, Алькеевский район, с. Новое Камкино, 0, 1 км к западу",X-XIV вв. н.э. ,54.869608334,50.090280553,1,930
Мордовскокаратаевское поселение I,"Республика Татарстан, Камско-Устьинский район, с. Мордовский Каратай, 1, 5 км к юго-востоку",3-4-я четверть II тыс. до н.э.; VIII-VI вв. до н.э. ,55.108577778,49.082372219,1,931
Мордовскокаратаевское селище III,"Республика Татарстан, Камско-Устьинский район, с. Мордовский Каратай, 2, 5 км к юго-востоку",VI-VII вв. до н.э. ,55.105561112,49.101249998,1,932
Мордовскокаратаевское селище IV,"Республика Татарстан, Камско-Устьинский район, с. Мордовский Каратай, 2, 6 км к юго-востоку",VI-VII вв. до н.э. ,55.104025001,49.09936111,1,933
Мордовскокаратаевское селище V,"Республика Татарстан, Камско-Устьинский район, с. Мордовский Каратай, 2, 4 км к юго-востоку",VI-VII вв. до н.э. ,55.102527778,49.099019442,1,934
Муновский (Пьяноборский II) могильник,"Республика Татарстан, Агрызский район, д. Муново, к северу",III в. до н.э. - III в. н.э. ,55.883661112,53.11893333,1,935
Муновский могильник 'Релка',"Республика Татарстан, Агрызский район, д. Муново, к северу",VIII-VI вв. до н.э. ,55.888525001,53.125327775,1,936
Муновское городище I,"Республика Татарстан, Агрызский район, д. Муново, к югу от Муновского могильника",VIII-VI вв. до н.э.; III в. до н.э. - III в. н.э. ,55.882155557,53.108044442,1,937
Муновское селище,"Республика Татарстан, Агрызский район, д. Муново, к северу",VIII-VI вв. до н.э. ,55.886277779,53.127899997,1,938
Муратовская стоянка,"Республика Татарстан, Кайбицкий район, д. Муратово, 1, 5 км к юго-юго-западу",II тыс. до н.э. ,55.486761112,48.044922221,1,939
Мурзихинская стоянка,"Республика Татарстан, Алексеевский район, пармная переправа ""Мурзиха"", 2, 5 км к югу",II тыс. до н.э. ,55.323102778,49.961691665,1,940
Мурзихинский могильник I,"Республика Татарстан, Алексеевский район, Переправа Мурзиха, 1 км к северо-востоку",X-XIV вв. н.э. ,55.345169445,49.977311108,1,941
Мурзихинское селище,"Республика Татарстан, Алексеевский район, Переправа Мурзиха, 1, 5 км к северо-востоку",II тыс. до н.э. ,55.353183334,49.99614722,1,942
Муртазинские курганы,"Республика Татарстан, Бавлинский район, с. Муртаза, 1, 5 км к юго-западу",II тыс. до н.э. ,54.462691668,53.10304444,1,943
Муслюмовское селище,"Республика Татарстан, Муслюмовский район, с. Муслюмово, 0, 3 км к ВОСТОКУ",III в. до н.э. - III в. н.э. ,55.305302778,53.220227775,1,944
Мюд могильник,"Республика Татарстан, Аксубаевский район, пос. ""Мюд"", юго-западная окраина",X-XIII вв. н.э. ,54.708444445,50.766313887,1,945
Мюд селище I,"Республика Татарстан, Аксубаевский район, пос. ""Мюд"", 2, 3-2, 6 км к северо-западу",V-VII вв. н.э. ,54.725183334,50.756719441,1,946
Мюд селище II,"Республика Татарстан, Аксубаевский район, пос. ""Мюд"", 0, 3-0, 65 км к северо-западу",V-XIII вв. н.э. ,54.713683333,50.780280553,1,947
Мюд селище III,"Республика Татарстан, Аксубаевский район, пос. ""Мюд"", 0, 2-0, 3 км к северу от запдной окраины",V-VII вв. н.э. ,54.717072222,50.771466664,1,948
Мюд селище IV,"Республика Татарстан, Аксубаевский район, пос. ""Мюд"", 0, 3 км к югу",V-XIII вв. н.э. ,54.710361112,50.784830554,1,949
Мюд селище V,"Республика Татарстан, Аксубаевский район, пос. ""Мюд"", 0, 2 км к югу",V-VII вв. н.э. ,54.708080556,50.789486109,1,950
Набережно-Моквашинское селище,"Республика Татарстан, Верхнеуслонский район, с. Набережные Моркваши, 2 км к востоку",VIII-VI вв. до н.э. ,55.773041668,48.884763888,1,951
Надлуговая стоянка,"Республика Татарстан, Лаишевский район, с. Тат. Саралы, 2, 6 км к юго-западу",XIII-IX вв. до н.э. ,55.334816668,49.25482222,1,952
Наратлинские курганы,"Республика Татарстан, Бугульминский район, с. Наратлы, 2 км к западу",1-ая пол. II тыс. до н.э. ,54.412705557,53.048369441,1,953
Наратлы-Кичинская стоянка,"Республика Татарстан, Мензелинский район, с. Наратлы-Кичу, 1 км к северу",II тыс. до н.э. ,55.584505557,52.849286107,1,954
Наримановский курган,"Республика Татарстан, Нурлатский район, д. Нариманово, 3 км к северо-востоку от северо восточного конца",3-я четв. II тыс. до н.э. ,54.789258333,50.289066665,1,955
Наримановское поселение I,"Республика Татарстан, Нурлатский район, д. Нариманово, 0, 8 км к северо-востоку",3-я четв. II тыс. до н.э. ,54.785647222,50.271813887,1,956
Наримановское поселение II,"Республика Татарстан, Нурлатский район, д. Нариманово, 1 км к северо-востоку от северного конца",3-я четв. II тыс. до н.э. ,54.78886389,50.273274997,1,957
Наримановское поселение III,"Республика Татарстан, Нурлатский район, д. Нариманово, 1, 5 км к северо-востоку",3-я четв. II тыс. до н.э. ,54.791683334,50.278508331,1,958
Наримановское поселение IV,"Республика Татарстан, Нурлатский район, д. Нариманово, 1, 2 км к северо-северо-востоку",3-я четв. II тыс. до н.э.; Х-ХIII вв. н.э. ,54.787675,50.260741665,1,959
Наримановское поселение V,"Республика Татарстан, Нурлатский район, д. Нариманово, 3 км к северо-северо-востоку от северо-западного конца",3-я четв. II тыс. до н.э. ,54.802025,50.288552775,1,960
Наримановское селище,"Республика Татарстан, Верхнеуслонский район, д. Нариман 0, 3 км к северу",VIII-VI вв. до н.э. ,55.562925001,48.984452776,1,961
Нармонкинский могильник,"Республика Татарстан, Лаишевский район, с. Нармонка, к юго-востоку",I в. до н.э. - V в. до н.э. ,55.48675,49.308119442,1,962
Немчиновское селище,"Республика Татарстан, Буинский район, д. Немчиновка, 0, 2 км к юго-западу",X-XIII вв. н.э. ,54.872219445,48.387083332,1,963
Нижнеабдуловская стоянка,"Республика Татарстан, Альметьевский район, с. Нижнее Абдулово, 2 км к юго-юго-востоку",II тыс. до н.э. ,54.864055557,51.599491664,1,964
Нижнеабдуловское селище I,"Республика Татарстан, Альметьевский район, с. Нижнее Абдулово, 0, 5 км к юго-юго-востоку",X-XIV вв. н.э. ,54.869086112,51.601094441,1,965
Нижнеабдуловское селище II,"Республика Татарстан, Альметьевский район, с. Нижнее Абдулово, 1, 2 км к востоку-юго-востоку",X-XIV вв. н.э. ,54.872658333,51.628266664,1,966
Нижнеалькеевское поселение I,"Республика Татарстан, Алькеевский район, с. Нижнее Алькеево, 2, 5 км к востоку-северо-востоку",XVI-XV вв. до н.э. ,54.794441668,50.075311109,1,967
Нижнеалькеевское поселение II,"Республика Татарстан, Алькеевский район, с. Нижнее Апькеево, 1, 3 км к северо-востоку",XVI-XV вв. до н.э. ,54.786258334,50.052566664,1,968
Нижнеалькеевское поселение III,"Республика Татарстан, Алькеевский район, с. Нижнее Апькеево, 0, 5 км к северу",VI-VII вв. н.э. ,54.787347222,50.065441664,1,969
Нижнебалдинская стоянка,"Республика Татарстан, Аксубаевский район, с. Нижняя Баланда, 0, 2 км к северо-востоку",II тыс. до н.э. ,55.05875,50.647074997,1,970
Нижне-Балтаевское селище,"Республика Татарстан, Апастовский район, д. Нижнее Балтаево, западная окраина",V-I вв. до н.э. ,55.2273,48.300599998,1,971
Нижнегареевское селище,"Республика Татарстан, Актанышский район, пос. Нижнее Гареево, 0, 5 км к западу",VIII вв. до н.э. - III в. н.э. ,55.783033334,53.799274997,1,972
Нижнекарачеевское селище I,"Республика Татарстан, Актанышский район, пос. Нижнее Карачеево, 0, 05 км к югу",III-V вв. н.э. ,55.73735,53.717230552,1,973
Нижнекарачеевское селище II,"Республика Татарстан, Актанышский район, пос. Нижнее Карачеево, 0, 15 км к юго-западу",III в. до н.э. - III в. н.э. ,55.737977779,53.715730553,1,974
Нижнекарачеевское селище III,"Республика Татарстан, Актанышский район, пос. Нижнее Карачеево, 0, 2 км к востоку",III-V вв. н.э. ,55.739283334,53.720836108,1,975
Нижнекарачеевское селище IV,"Республика Татарстан, Актанышский район, пос. Нижнее Карачеево, 0, 25 км к северо-востоку",I тыс. н.э. ,55.740033333,53.720149997,1,976
Нижнекачеевское (Шибашское) городище,"Республика Татарстан, Алькеевский район, с. Нижнее Качеево, 1, 5 км к западу-северо-западу",X-XIII вв. н.э. ,54.671883333,49.947577776,1,977
Нижнекачеевское поселение I,"Республика Татарстан, Алькеевский район, с. Нижнее Качеево, 1, 2-1, 3 км к востоку",VI-VII вв. н.э. ,54.679261111,50.022788887,1,978
Нижнекачеевское поселение II,"Республика Татарстан, Алькеевский район, с. Нижнее Качеево, 1, 3-1, 4 км к востоку",не определена,54.679261111,50.022788887,1,979
Нижнекачеевское поселение III,"Республика Татарстан, Алькеевский район, с. Нижнее Качеево, 1, 5 км к востоку-юго-востоку",VI-VII вв. н.э. ,54.667894444,50.021327776,1,980
Нижнекачеевское селище I,"Республика Татарстан, Алькеевский район, с. Нижнее Качеево, 2 км к западу",X-XIII вв. н.э. ,54.669386111,49.949144442,1,981
Нижнекачеевское селище II,"Республика Татарстан, Алькеевский район, с. Нижнее Качеево, 2 км к западу-северо-западу",X-XIII вв. н.э. ,54.671666667,49.946827776,1,982
Нижнекачеевское селище III,"Республика Татарстан, Алькеевский район, с. Нижнее Качеево, западная окраина",X-XIII вв. н.э. ,54.672975001,50.020391664,1,983
Нижнекачеевское селище IV,"Республика Татарстан, Алькеевский район, с. Нижнее Качеево, 1, 4 км к западу",X-XIII вв. н.э. ,54.679955557,50.01403333,1,984
Нижнекачеевское селище V,"Республика Татарстан, Алькеевский район, с. Нижнее Качеево, 1, 3-1, 4 км к западу-северо-западу",X-XIII вв. н.э. ,54.679358333,50.01672222,1,985
Нижнекачеевское селище VI,"Республика Татарстан, Алькеевский район, с. Нижнее Качеево, 0, 5 км к северо-западу",X-XIII вв. н.э. ,54.679708334,49.976783331,1,986
Нижнекачеевское селище VII,"Республика Татарстан, Алькеевский район, с. Нижнее Качеево, 2 км к востоку-северо-востоку",X-XIII вв. н.э. ,54.68546389,50.029652776,1,987
Нижнекордонское местонахождение,"Республика Татарстан, Лаишевский район, пос. Средний Кордон, 4 км к юго-юго-востоку",II тыс. до н.э. ,55.272947222,49.313627776,1,988
Нижнекордонское местонахождение II,"Республика Татарстан, Лаишевский район, с. Атабаево, 4-4, 5 км к западу",II тыс. до н.э. ,55.272361111,49.309852775,1,989
Нижнекордонское местонахождение III,"Республика Татарстан, Лаишевский район, с. Атабаево, 4-4, 5 км к западу",II тыс. до н.э. ,55.270697222,49.310883331,1,990
Нижнекордонское местонахождение IV,"Республика Татарстан, Лаишевский район, пос. Средний Кордон, 3 км к югу",II тыс. до н.э. ,55.270405556,49.31774722,1,991
Нижнемактаминская стоянка,"Республика Татарстан, Альметьевский район, п. г. т. Нижняя Мактама, 2, 5 км к юго-востоку",II тыс. до н.э. ,54.827019445,52.460841664,1,992
Нижнемактаминское местонахождение,"Республика Татарстан, Альметьевский район, п. г. т. Нижняя Мактама, 2, 2 км к юго-востоку",II тыс. до н.э. ,54.830530556,52.457202774,1,993
Нижнемарьянская стоянка I,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",II тыс. до н.э. ,55.160852778,49.633841665,1,994
Нижнемарьянская стоянка II,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",II тыс. до н.э. ,55.160852778,49.633841665,1,995
Нижнемарьянская стоянка III,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",II тыс. до н.э. ,55.160852778,49.633841665,1,996
Нижнемарьянская стоянка IV,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",II тыс. до н.э. ,55.161391668,49.630236108,1,997
Нижнемарьянская стоянка IX,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",VI-V тыс. до н.э. ,55.16161389,49.628005553,1,998
Нижнемарьянская стоянка V,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",II тыс. до н.э. ,55.161391668,49.630236108,1,999
Нижнемарьянская стоянка V-a,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",VI-V тыс. до н.э. ,55.153916667,49.659030554,1,1000
Нижнемарьянская стоянка VI,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",VI-V тыс. до н.э. ,55.164261111,49.623069442,1,1001
Нижнемарьянская стоянка VII,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",VI-V тыс. до н.э. ,55.161441667,49.619291666,1,1002
Нижнемарьянская стоянка VIII,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",VI-V тыс. до н.э. ,55.162372223,49.637661109,1,1003
Нижнемарьянская стоянка XI,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",II тыс. до н.э. ,55.162741668,49.640663886,1,1004
Нижнемарьянская стоянка XII,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",VI-V тыс. до н.э. ,55.160558333,49.608605554,1,1005
Нижнемарьянская стоянка XIII,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",VI-V тыс. до н.э. ,55.160411111,49.607361109,1,1006
Нижнемарьянский могильник I,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",II тыс. до н.э. ,55.161930556,49.635858331,1,1007
Нижнемарьянский могильник II,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",XVI-XV вв. до н.э. ,55.152805556,49.644841665,1,1008
Нижнемарьянский могильник III,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",VII-VI вв. до н.э. ,55.161395843,49.639494768,1,1009
Нижнемарьянский могильник III-а,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",VII-VI вв. до н.э. ,55.187925001,49.692994442,1,1010
Нижнемарьянское селище II,"Республика Татарстан, Алексеевский район, с. Березовая Грива, 2-4 км к юго-западу",X-XIII вв. н.э. ,55.163966667,49.644613887,1,1011
Нижне-Наратбашское поселение,"Республика Татарстан, Буинский район, с. Нижний Наратбаш, 1 км к северо-западу",II тыс. до н.э. ,55.038033333,48.338377776,1,1012
Нижненикитинский (Ленинский) вал,"Республика Татарстан, Новошешминский район, с. Нижнее Никиткино (Ленино), к западу",XVII-XVIII вв. н.э. ,55.19988889,51.233086108,1,1013
Нижненикитинское (Ленинское) селище,"Республика Татарстан, Новошешминский район, с. Нижнее Никиткино (Ленино), 1, 5-1, 6 км к юго-востоку",X-XIII вв. н.э. ,55.199955557,51.250199997,1,1014
Нижненикитинское кладбище,"Республика Татарстан, Новошешминский район, в с. Нижнее Никиткино (Ленино)",XIII-XIV вв. н.э. ,55.197777778,51.249030553,1,1015
Нижнесаврушинскмй курган,"Республика Татарстан, Аксубаевский район, д. Ниж. Савруши, 2, 5 км к северо-западу",не определена,55.059141667,50.646730554,1,1016
Нижнесаврушинское поселение,"Республика Татарстан, Аксубаевский район, д. Ниж. Савруши, 2, 5 км к северо-западу",V-VII вв. н.э. ,55.061591667,50.644119442,1,1017
Нижнесаврушинское селище I,"Республика Татарстан, Аксубаевский район, д. Ниж. Савруши, 2 км к северо-западу",X-XIII вв. н.э. ,55.047858333,50.686513887,1,1018
Нижнесаврушинское селище II,"Республика Татарстан, Аксубаевский район, д. Ниж. Савруши, 0, 4 км к северо-востоку",X-XIII вв. н.э. ,55.045647223,50.688916664,1,1019
Нижнесаврушинское селище III,"Республика Татарстан, Аксубаевский район, д. Ниж. Савруши, 0, 4 км к северо-северо-востоку",X-XIII вв. н.э. ,55.063566667,50.646130553,1,1020
Нижнесаврушинское селище IV,"Республика Татарстан, Аксубаевский район, д. Ниж. Савруши, 3 км к северо-западу",X-XIII вв. н.э. ,55.042719445,50.533519442,1,1021
Нижнесалаусьское селище,"Республика Татарстан, Балтасинский район, д. Ниж. Салаусь, к юго-западу",XVI-XVII вв. н.э. ,56.364777778,50.303602776,1,1022
Нижне-Стерлейская стоянка II,"Республика Татарстан, Азанкаевский район, д. Нижнее Стярле, 1, 2 км к северу",II тыс. до н.э. ,54.906975001,53.505469442,1,1023
Нижне-Стярлинская стоянка I,"Республика Татарстан, Азанкаевский район, д. Нижнее Стярле, восточная оконечность",II тыс. до н.э. ,54.901269445,53.510861107,1,1024
Нижне-Стярлинская стоянка III,"Республика Татарстан, Азанкаевский район, д. Нижнее Стярле, 2, 5 к юго-востоку",II тыс. до н.э. ,54.882066668,53.506372218,1,1025
Нижне-Стярлинское селище,"Республика Татарстан, Азанкаевский район, д. Нижнее Стярле, 2, 5 к юго-востоку",XIII-XIV вв. н.э. ,54.880669445,53.504441663,1,1026
Нижнетатмайнское селище 1,"Республика Татарстан, Аксубаевский район, д. Ниж. Тат. Майна, 1, 5 км к востоку-северо-востоку",X-XIII вв. н.э. ,55.030966667,50.513349998,1,1027
Нижнетатмайнское селище II,"Республика Татарстан, Аксубаевский район, д. Ниж. Тат. Майна, 0, 6 км к юго-юго-западу",X-XIII вв. н.э. ,55.028161111,50.506569441,1,1028
Нижнетатмайнское селище III,"Республика Татарстан, Аксубаевский район, д. Ниж. Тат. Майна, 1, 4-1, 5 км к западу-юго-западу",X-XIII вв. н.э. ,54.831405557,50.941561108,1,1029
Нижнетиганское селище,"Республика Татарстан, Алексеевский район, с. Нижние Тиганы, 1 км к юго-западу",X-XIV вв. н.э. ,55.176247222,50.215377775,1,1030
Нижнеурское местонахождение,"Республика Татарстан, Арский район, с. Ниж. Ура, к северо-востоку",1-я пол. I тыс. до н.э. ,56.408419445,49.617738887,1,1031
Нижнеуслонское поселение,"Республика Татарстан, Верхнеуслонский район, с. Нижний Услон, северная окраина",II тыс. до н.э. ,55.712941667,48.967647221,1,1032
Нижнеуслонское поселение,"Республика Татарстан, Верхнеуслонский район, с. Нижний Услон, северная окраина",VI-IV тыс. до н.э. ,55.712891667,48.968119442,1,1033
Нижнеуслонское поселение,"Республика Татарстан, Верхнеуслонский район, с. Нижний Услон, северная окраина",VIII-VI вв. до н.э. ,55.712869445,48.968374998,1,1034
Нижнеуслонское поселение,"Республика Татарстан, Верхнеуслонский район, с. Нижний Услон, северная окраина",II тыс. до н.э. ,55.712916667,48.968719443,1,1035
Нижнешашинское местонахождение,"Республика Татарстан, Атнинский район, д. Ниж. Шаши, к юго-востоку",VI-IV тыс. до н.э. ,56.299805556,49.488274997,1,1036
Нижнеякинское кладбище,"Республика Татарстан, Мамадышский район, с. Нижние Яки, 0, 5 км к западу",1-ая пол. ХIV в. н.э. ,55.63715,51.038963886,1,1037
Николаев-Баранский могильник,"Республика Татарстан, Алексеевский район, с. Николаев Баран, 0, 2 км к юго-юго-востоку",X-XIII вв. н.э. ,54.999455556,50.319499998,1,1038
Николаев-Баранское I городище,"Республика Татарстан, Алексеевский район, с. Николаев Баран, 1, 5 км к юго-юго-востоку",X-XIII вв. н.э. ,54.996991668,50.322761109,1,1039
Николаев-Баранское городище II,"Республика Татарстан, Алексеевский район, с. Николаев Баран, 0, 25 км к востоку",X-XIV вв. н.э. ,55.004330557,50.315419441,1,1040
Николаев-Баранское селище I,"Республика Татарстан, Алексеевский район, с. Николаев Баран, 0, 7 км к юго-юго-востоку",X-XIII вв. н.э. ,54.998972222,50.320822219,1,1041
Николаев-Баранское селище II,"Республика Татарстан, Алексеевский район, с. Николаев Баран, 1 км к юго-юго-востоку",X-XIII вв. н.э. ,54.996133333,50.326452775,1,1042
Николаев-Баранское селище III,"Республика Татарстан, Алексеевский район, с. Николаев Баран, 0, 2 км к югу",X-XIII вв. н.э. ,54.99646841,50.30991018,1,1043
Николаевское местонахождение I,"Республика Татарстан, Рыбно-Слободский район, д. Николаевка, к юго-западу",X-XIV вв. н.э.,55.474791668,50.409791664,1,1044
Николаевское местонахождение II,"Республика Татарстан, Рыбно-Слободский район, д. Николаевка, к северу",X-XIV вв. н.э.,55.480008334,50.418374999,1,1045
Николаевское селище I,"Республика Татарстан, Рыбно-Слободский район, д. Николаевка, 1,8 км к юго-юго-востоку",VIII-III вв. до н.э.; VI-VII вв. н.э.,55.465319444,50.422199998,1,1046
Николаевское селище II,"Республика Татарстан, Рыбно-Слободский район, д. Николаевка, к юго-востоку, и к югу от д. Урачиха",X-XIII вв. н.э.,55.465138889,50.446786109,1,1047
Николаевское стоянка I,"Республика Татарстан, Рыбно-Слободский район, д. Николаевка, к юго-востоку",II тыс. до н.э.,55.473866667,50.420949998,1,1048
Николаевское стоянка II,"Республика Татарстан, Рыбно-Слободский район, д. Николаевка, к юго-востоку",II тыс. до н.э.,55.473330556,50.425672219,1,1049
Николаевское стоянка III,"Республика Татарстан, Рыбно-Слободский район, д. Николаевка, к юго-востоку",II тыс. до н.э.,55.4726,50.421466665,1,1050
Николаевское стоянка IV,"Республика Татарстан, Рыбно-Слободский район, д. Николаевка, к юго-востоку",II тыс. до н.э.,55.464650001,50.443266664,1,1051
Ново-Аксубаевское городище,"Республика Татарстан, Аксубаевский район, с. Новое Аксубаево, 2, 2 км к востоку-юго-востоку",X-XIII вв. н.э. ,54.811711111,50.684286108,1,1052
Новоалпаровское поселение,"Республика Татарстан, Алькеевский район, д. Новое Алпарово, 0, 3 км к западу",XVI-XV вв. до н.э. ,54.870072222,50.148533331,1,1053
Новоалпаровское селище I,"Республика Татарстан, Алькеевский район, д. Новое Аппарово, 0, 3 км к востоку",XVI-XV вв. до н.э.; X-XIV вв. н.э. ,54.862613889,50.167244441,1,1054
Новоалпаровское селище II,"Республика Татарстан, Алькеевский район, д. Новое Алпарово, 0, 4 км к вотоку-юго-востоку",X-XIII вв. н.э. ,54.858019444,50.159861109,1,1055
Новоальметьевская курганная группа I,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 2 км к юго-востоку от северного конца",не определена,54.7739,50.391827776,1,1056
Новоальметьевская курганная группа II,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 3 км к юго-востоку",3-я четв. II тыс. до н.э. ,54.746761112,50.406505553,1,1057
Новоальметьевский курган,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 1 км к северо-востоку от мечети",не определена,54.787238889,50.386763886,1,1058
Новоальметьевское городище,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, северо-восточный конец",X-XIII вв. н.э. ,54.778083334,50.384316665,1,1059
Новоальметьевское поселение I,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 0, 75 км к юго-востоку",3-я четв. II тыс. до н.э. ,54.771194444,50.379513887,1,1060
Новоальметьевское поселение II,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 1, 7 км к югу от южного конца",3-я четв. I тыс. до н.э. ,54.767036111,50.380802776,1,1061
Новоальметьевское поселение III,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 2 км к юго-востоку от южного конца",3-я четв. II тыс. до н.э. ,54.758169445,50.385608331,1,1062
Новоальметьевское поселение IV,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 3 км к северо-востоку от северного конца",3-я четв. I тыс. до н.э. ,54.813041668,50.410011109,1,1063
Новоальметьевское поселение V,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 1, 5 км к востоку",3-я четв. II тыс. до н.э. ,54.789441667,50.41842222,1,1064
Новоальметьевское селище I,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 0, 6 км к северу",X-XIII вв. н.э. ,54.789636112,50.370116665,1,1065
Новоальметьевское селище II,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 1, 5 км к северо-востоку",3-я четв. II тыс. до н.э.; Х-ХIII вв. н.э. ,54.790230557,50.390972219,1,1066
Новоальметьевское селище III,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 1, 7 км к северо-востоку",X-XIII вв. н.э. ,54.792958334,50.39363333,1,1067
Новоальметьевское селище IV,"Республика Татарстан, Нурлатский район, с. Новое Альметьево, 2, 7 км к юго-востоку",X-XIII вв. н.э. ,54.767805556,50.40650833,1,1068
Новоамзинская курганная группа I,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 3 км к юго-востоку от юго-восточного конца",не определена,54.809116668,50.493416665,1,1069
Новоамзинская курганная группа II,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 1, 4 км к югу от юго-западного конца",3-я четв. II тыс. до н.э. ,54.812330556,50.43668333,1,1070
Новоамзинский курган,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 3 км к юго-юго-востоку",3-я четв. II тыс. до н.э. ,54.80501389,50.457455554,1,1071
Новоамзинское поселение I,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 4, 5 км к югу",3-я четв. I тыс. до н.э. ,54.801530557,50.467105553,1,1072
Новоамзинское поселение II,"Республика Татарстан, Нурлатский район, 0, 3 км к югу от Новоамзинского поселения II",3-я четв. I тыс. до н.э. ,54.798958333,50.467622219,1,1073
Новоамзинское поселение III,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 5 км к югу",3-я четв. I тыс. до н.э. ,54.796533333,50.469766664,1,1074
Новоамзинское поселение IV,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 5, 5 км к югу",3-я четв. II тыс. до н.э. ,54.804202779,50.459811109,1,1075
Новоамзинское поселение V,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 3, 8 км к юго-юго-востоку",3-я четв. II тыс. до н.э. ,54.79495,50.470452775,1,1076
